n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,precision,recall,f1,specificity,roc_auc,pr_auc,horizon,OutbreakThreshold,Coverage80,MeanIntervalWidth80,Pinball_q10,Pinball_q50,Pinball_q90
176,4110.457733575902,1286.699380350471,-0.10784348260880305,3.1927153378084694,0.1389983002020801,196.229501082719,-1286.6443631687443,174.44238997456796,27.421551044827467,0.0,0.0,0.0,1.0,0.5357142857142858,0.6078589405277234,1,124.20000000000016,0.07954545454545454,1.7531695581306812,128.7200182310485,643.3496901752355,1156.8980295195468
176,4110.324516543909,1286.566419605912,-0.10777167492280237,3.192611864159336,0.1389937953653429,195.56763363406148,-1286.4939453471236,174.41694390260966,27.418717446008998,0.0,0.0,0.0,1.0,0.52148033126294,0.5940139558471055,2,131.89999999999992,0.07954545454545454,1.9026170312038415,128.71266493906606,643.283209802956,1156.6928866735705
176,4110.292182118086,1286.434610001135,-0.10775424611881412,3.192586749044681,0.13899270195178198,194.19126295397965,-1286.3339259817844,174.39196457081522,27.41590837975717,0.0,0.0,0.0,1.0,0.5199275362318839,0.5644505672810028,3,136.4000000000001,0.08522727272727272,2.1680524249171413,128.70957707321872,643.2173050005675,1156.4279169608863
176,4110.317953113075,1286.3406363677964,-0.10776813711116073,3.1926067661464987,0.1389935734178644,193.12378490690102,-1286.217488394025,174.37655791720454,27.413905656492656,0.0,0.0,0.0,1.0,0.5044602456367162,0.547562305607226,4,139.70000000000013,0.08522727272727272,2.462106587063146,128.70725698178694,643.1703181838982,1156.1729107587844
176,4110.338677188181,1286.2645866029507,-0.10777930779343392,3.192622863154847,0.13899427421845634,192.48779266555033,-1286.1213389838542,174.36030807816155,27.412284918548337,0.0,0.0,0.0,1.0,0.505297157622739,0.5409959332388674,5,145.0,0.08522727272727272,2.6883450481933404,128.70532270519965,643.1322933014753,1155.9737062732459
176,4110.290764663502,1286.1964338985886,-0.10775348208988711,3.192585648065353,0.1389926540194614,192.26182879966817,-1286.0439729485468,174.32453693448647,27.410832479159584,0.0,0.0,0.0,1.0,0.5350639287098025,0.5514816331576289,6,150.0,0.08522727272727272,2.8758773225478906,128.70258563816745,643.0982169492943,1155.7916302363274
