horizon,OutbreakThreshold,BestIteration,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,Skill_RMSE_vs_NaiveLast_pct,Skill_RMSE_vs_Seasonal12_pct,Skill_MAE_vs_NaiveLast_pct,Skill_MAE_vs_Seasonal12_pct,precision,recall,f1,specificity,roc_auc,pr_auc
1,80.00000000000001,192,176,4110.153113827324,1286.4147558889604,-0.10767928751410616,3.1924787305480318,0.1389879992502142,193.523894819794,-1286.3383945742282,174.2931370139122,27.415485257962942,-94.43135537030123,-20.63166056456216,-80.72526464060516,-26.563249503302067,0.0,0.0,0.0,1.0,0.6898684210526316,0.7487045780242938
2,84.60000000000001,43,176,4110.6658854321895,1286.5250207148279,-0.10795568690869528,3.1928770155746053,0.13900533901772624,192.78303942842777,-1286.4619999709325,174.03217156231403,27.417835171701263,-14.025375070693592,-20.646710244822785,-4.899840467454486,-26.57409785108711,0.0,0.0,0.0,1.0,0.6762429489702217,0.7392222338432933
3,85.69999999999997,63,176,4111.166694614051,1286.6298506289668,-0.10822567147917361,3.1932660090298075,0.13902227426667327,192.21051308335709,-1286.5979088410636,174.4520280957222,27.42006925907667,8.624016002170265,-20.66140883184884,17.90495995406736,-26.58441148789659,0.0,0.0,0.0,1.0,0.6025186934277843,0.6792432837196011
4,86.0,124,176,4110.815460749266,1286.559188682689,-0.10803631902178057,3.1929931951925314,0.13901039702249685,194.39620334987723,-1286.5220530602248,174.05342093855143,27.418563343867277,13.128863124554579,-20.65110023185701,22.610071736068903,-26.57745944890899,0.0,0.0,0.0,1.0,0.7328479601206874,0.7613130584784258
5,86.90000000000006,199,176,4110.919480490599,1286.592788302494,-0.10809239505371515,3.193073990433625,0.13901391453031955,193.31778028988907,-1286.5252601046557,174.45549384559854,27.419279403658432,9.800947712723984,-20.65415317752133,20.554500031141377,-26.580765130101724,0.0,0.0,0.0,1.0,0.5882854519218156,0.669233193422029
6,94.0,283,176,4110.512141326668,1286.318206250805,-0.10787281056929343,3.1927575979341354,0.13900014004215738,191.26884524607925,-1286.254902470952,173.98013541288674,27.413427636057257,4.498305284632542,-20.64219790520003,14.427941813427559,-26.553750517156736,0.0,0.0,0.0,1.0,0.6241680803862717,0.7214850724382558
