horizon,OutbreakThreshold,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,precision,recall,f1,specificity,roc_auc,pr_auc
1,196.60000000000005,176,4731.206700108953,1074.5727779636861,-0.46771549026646886,3.674869607438847,0.15998940552241867,97.67895316812036,545.8549709509957,102.82711224114016,22.900805527929297,0.8780487804878049,0.8470588235294118,0.8622754491017964,0.8901098901098901,0.9498383968972204,0.9487146375702524
2,210.60000000000016,176,11028.060372621663,2034.651802239522,-6.974368546497356,8.565823998223287,0.37292237158872216,130.81566840929156,1017.9478896146186,223.91288932810033,43.36157233429636,0.8088235294117647,0.6470588235294118,0.7189542483660131,0.8571428571428571,0.8311570782159018,0.8466612320235153
3,223.9999999999998,176,11856.741899005532,2340.215503837375,-8.217831512150525,9.209485699895291,0.40094487687696345,150.83517149563684,972.8231067746143,273.7191439379306,49.87360674479687,0.7,0.5,0.5833333333333334,0.8043478260869565,0.7207556935817806,0.7374178179852512
4,270.7999999999997,176,12356.608026322878,2483.5445094893344,-9.011440577695863,9.59774665645514,0.41784823570684804,161.51294120700774,778.4389774153738,290.4568272544771,52.928169220469336,0.6304347826086957,0.3670886075949367,0.46399999999999997,0.8247422680412371,0.6421766932010962,0.6219238122379149
5,232.60000000000053,176,16164.775412549823,3155.6915037545537,-16.133156563474362,12.555664049361047,0.5466243545431444,169.06534205499432,1100.7332457401424,295.0226689533048,67.2526597691869,0.55,0.2619047619047619,0.3548387096774194,0.8043478260869565,0.5265269151138716,0.5221999197349706
6,150.0,176,21710.061507061357,4352.0131162705975,-29.904387532438776,16.862853446265735,0.7341424829927435,171.16921445260326,2110.39626759215,283.78661416143893,92.74812099704852,0.4864864864864865,0.20224719101123595,0.28571428571428575,0.7816091954022989,0.5048430840759396,0.5299693385590574
