horizon,OutbreakThreshold,SupportVectors,SupportVectorRatio,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,Skill_RMSE_vs_NaiveLast_pct,Skill_RMSE_vs_Seasonal12_pct,Skill_MAE_vs_NaiveLast_pct,Skill_MAE_vs_Seasonal12_pct,precision,recall,f1,specificity,roc_auc,pr_auc
1,80.00000000000001,495,0.9782608695652174,176,4111.972746577997,1287.232795803583,-0.10866028049220056,3.193892093674186,0.13904953153584498,195.07705493154828,-1287.157251494192,174.5,27.432918951969555,-94.51743334652048,-20.685066195508828,-80.84018906865604,-26.643731936626214,0.0,0.0,0.0,1.0,0.36532894736842103,0.5266702612055771
2,84.60000000000001,487,0.9838383838383838,176,4111.990723819093,1287.4121938145204,-0.10866997447508986,3.193906057134486,0.13905013945012523,197.39536439659628,-1287.3374126428778,174.5,27.436742200654823,-14.062124638326923,-20.685593821703208,-4.972178210697953,-26.661381917019188,0.0,0.0,0.0,1.0,0.4540207267479994,0.5349606455720822
3,85.69999999999997,429,0.8863636363636364,176,4104.275164715343,1283.192379296518,-0.1045133583224016,3.1879131518458386,0.13878923186512082,197.69098266358571,-1283.192379296518,174.5,27.346811435961687,8.777189145592047,-20.459144664921624,18.124292147049015,-26.24621765117514,1.0,0.020202020202020204,0.039603960396039604,1.0,0.5615899252262888,0.6296701170965348
4,86.0,463,0.9788583509513742,176,4112.012047901156,1287.4230817933149,-0.10868147325142674,3.1939226201861657,0.13905086054041546,198.25062337096128,-1287.3733588951086,174.5,27.43697424029893,13.10357644183975,-20.686219676594277,22.558106287104607,-26.662453125173812,0.0,0.0,0.0,1.0,0.3827889282434737,0.5467139342139343
5,86.90000000000006,429,0.9285714285714286,176,4112.012731636777,1287.4418743072001,-0.10868184194931496,3.1939231512640522,0.13905088366146312,199.98881608944515,-1287.4418743072001,174.5,27.43737473779402,9.776960325531114,-20.68623974401296,20.50207002937723,-26.66430201691947,0.0,0.0,0.0,1.0,0.5050505050505051,0.5669191919191919
6,94.0,441,0.9778270509977827,176,4111.626611989545,1286.4879222228947,-0.10847364038428098,3.1936232405971996,0.13903782672763276,197.49583371732072,-1286.4879222228947,174.5,27.417044545541206,4.47241220042407,-20.67490725762322,14.416651492752408,-26.570447935172183,0.0,0.0,0.0,1.0,0.5251859585018922,0.5595923406490416
