experiment,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,Coverage,MeanIntervalWidth,month_dummies_enabled
full,3974.782638152142,1241.105653229565,-0.0359616194494495,3.0873324373641364,0.13441034215312295,169.48651872256463,-1240.2163232905134,161.73654485493338,26.44987830241166,0.5142045454545455,2333.054003122608,True
no_month_dummies,4046.027118555321,1260.1697292638144,-0.07339882020218906,3.142670154003189,0.1368195292356057,166.0106843236052,-1255.0871727905592,166.0543978209516,26.856163206313028,0.5113636363636364,2214.4109208708483,False
