horizon,OutbreakThreshold,SupportVectors,SupportVectorRatio,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,Skill_RMSE_vs_NaiveLast_pct,Skill_RMSE_vs_Seasonal12_pct,Skill_MAE_vs_NaiveLast_pct,Skill_MAE_vs_Seasonal12_pct,precision,recall,f1,specificity,roc_auc,pr_auc
1,80.00000000000001,484,0.9565217391304348,176,4111.987253057754,1287.3838700729796,-0.10866810291091622,3.193903361290452,0.13905002208365227,198.16071891031655,-1287.3659732945316,174.41710965838558,27.43613857797784,-94.51811957753007,-20.685491955983835,-80.86141312348913,-26.65859530037702,0.0,0.0,0.0,1.0,0.23184210526315788,0.4193935988409569
2,84.60000000000001,480,0.9696969696969697,176,4112.0132048171845,1287.4488636363635,-0.10868209710735566,3.193923518797413,0.13905089966242376,200.0,-1287.4488636363635,174.5,27.4375236911932,-14.06274823662239,-20.6862536317044,-4.975168170783739,-26.664989658449322,0.0,0.0,0.0,1.0,0.5,0.5625
3,85.69999999999997,424,0.8760330578512396,176,4112.0132048171845,1287.4488636363635,-0.10868209710735566,3.193923518797413,0.13905089966242376,200.0,-1287.4488636363635,174.5,27.4375236911932,8.605201220741721,-20.6862536317044,17.852701796363725,-26.664989658449322,0.0,0.0,0.0,1.0,0.5,0.5625
4,86.0,458,0.9682875264270613,176,4111.995676365283,1287.4049658105907,-0.10867264507574714,3.1939099039250887,0.1390503069242964,198.74047939022103,-1287.3928780033602,174.4440143680751,27.436588160727755,13.103922410649893,-20.685739177327278,22.559196011243053,-26.660670793596065,0.0,0.0,0.0,1.0,0.18050636232454415,0.3958083773199744
5,86.90000000000006,405,0.8766233766233766,176,4112.0132048171845,1287.4488636363635,-0.10868209710735566,3.193923518797413,0.13905089966242376,200.0,-1287.4488636363635,174.5,27.4375236911932,9.776949943322343,-20.6862536317044,20.501638447018866,-26.664989658449322,0.0,0.0,0.0,1.0,0.5,0.5625
6,94.0,436,0.9667405764966741,176,4112.0132048171845,1287.4488636363635,-0.10868209710735566,3.193923518797413,0.13905089966242376,200.0,-1287.4488636363635,174.5,27.4375236911932,4.463430285534886,-20.6862536317044,14.35272505981563,-26.664989658449322,0.0,0.0,0.0,1.0,0.5,0.5511363636363636
