n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,precision,recall,f1,specificity,roc_auc,pr_auc,horizon,OutbreakThreshold,Coverage80,MeanIntervalWidth80,Pinball_q10,Pinball_q50,Pinball_q90
176,4111.249315238002,1287.0738180265078,-0.10827021514441726,3.193330182937047,0.1390250681468285,198.5365272281593,-1287.0621018794818,174.58015021318573,27.429530890006028,0.0,0.0,0.0,1.0,0.5984730848861284,0.6314962334733811,1,124.20000000000016,0.11363636363636363,1.5354417768383508,128.7360655401872,643.5369090132539,1157.3510950494742
176,4111.04251502406,1286.8415825037605,-0.1081587236070467,3.193169555031906,0.1390180750380113,196.69757443736933,-1286.8162004753324,174.4782927518517,27.42458159233892,0.0,0.0,0.0,1.0,0.5336438923395445,0.5640360763490856,2,131.89999999999992,0.10795454545454546,1.7589092498718921,128.72645899609245,643.4207912518802,1157.0770508973017
176,4110.978897827775,1286.6227635674397,-0.10812442699964886,3.193120141654737,0.13901592377342706,193.9520629579548,-1286.572231296153,174.2909223755198,27.41991822284988,0.0,0.0,0.0,1.0,0.4985766045548654,0.5381742001075357,3,136.4000000000001,0.08522727272727272,2.0695080748393297,128.71937541283185,643.3113817837199,1156.7457585134189
176,4110.982767449079,1286.528711893579,-0.10812651313242427,3.193123147305224,0.13901605462765756,192.61224913963696,-1286.4626479875694,174.25375381607688,27.417913836421306,0.0,0.0,0.0,1.0,0.47420814479638007,0.5230351214202068,4,139.70000000000013,0.09090909090909091,2.2135630940243995,128.71689764732616,643.2643559467895,1156.593625802504
176,4110.98667915249,1286.512815642009,-0.10812862195387596,3.1931261856421407,0.13901618690492698,192.3159108197354,-1286.4372178929555,174.25193189555114,27.417575062749304,0.0,0.0,0.0,1.0,0.4751937984496124,0.5186449445380547,5,145.0,0.08522727272727272,2.250884687235604,128.71669834616577,643.2564078210045,1156.5560077523014
176,4110.970787061928,1286.5143591184803,-0.10812005445037842,3.193113841780562,0.13901564950162107,192.31592336815717,-1286.4365961977257,174.22718978536696,27.417607956616738,0.0,0.0,0.0,1.0,0.48805372594601576,0.5202015161372924,6,150.0,0.08522727272727272,2.2526139422732836,128.71722675019967,643.2571795592402,1156.5565382417653
