horizon,n_train,n_val,n_test,n_features,adj_R2_train_log,AIC_train_log,BIC_train_log,condition_number,durbin_watson_train,jarque_bera_stat,jarque_bera_pvalue,breusch_pagan_stat,breusch_pagan_pvalue,max_vif_train,dropped_constant_cols
1,506,66,176,9,0.1971631404865024,1926.499816085244,1968.7651827781187,4075938.8864785875,0.35956996219802323,149.11769372195047,4.163937778127466e-33,125.06469909983367,1.2242258560841436e-22,620.5396045535686,denv4
2,495,66,176,9,0.20550424429194492,1887.67932180781,1929.724899433497,4158787.2695642295,0.3737238005421688,136.91394124268714,1.8600105662300235e-30,127.79268185991793,3.3709796100389393e-23,632.4445338804912,denv4
3,484,66,176,9,0.19912282564526063,1857.3717494105833,1899.1925984777497,4149013.843587257,0.40401580745435567,133.94997785456036,8.187133712378426e-30,130.10434534586835,1.1287634027848396e-23,629.3324965050427,denv4
4,473,66,176,9,0.19055979745059692,1828.0206115189035,1869.6115654038229,4167658.879273673,0.3769472642711415,130.43983625447729,4.7353212472683327e-29,135.43539453000767,9.017406981422307e-25,619.1279213782068,denv4
5,462,66,176,9,0.18787425783851752,1795.3603138088629,1836.7159627196802,4207138.316521419,0.351431888902463,110.27075767410051,1.1350348948327933e-24,143.92339173996106,1.5958138945898478e-26,614.7442933519739,denv4
6,451,66,176,9,0.19589523268540043,1756.6981015503438,1797.8127749453706,4299804.746775421,0.3812448069333716,112.90681594349945,3.0380606054472678e-25,122.08458012261961,4.9995939232785705e-22,607.801884127177,denv4
