horizon,OutbreakThreshold,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,Skill_RMSE_vs_NaiveLast_pct,Skill_RMSE_vs_Seasonal12_pct,Skill_MAE_vs_NaiveLast_pct,Skill_MAE_vs_Seasonal12_pct,precision,recall,f1,specificity,roc_auc,pr_auc,n_train,n_val,n_test,n_features,adj_R2_train_log,AIC_train_log,BIC_train_log,condition_number,durbin_watson_train,jarque_bera_stat,jarque_bera_pvalue,breusch_pagan_stat,breusch_pagan_pvalue,max_vif_train,dropped_constant_cols
1,80.00000000000001,176,4092.6068399725445,1265.7211848299196,-0.09824209228995051,3.1788500153808754,0.138394658459778,150.41382828339104,-1263.8225585184464,148.2667891806046,26.97447329840119,-93.60132648504968,-20.116683118904042,-77.81807542430926,-24.527323232190668,1.0,0.04,0.07692307692307693,1.0,0.8707894736842106,0.8961233603769704,506,66,176,9,0.1971631404865024,1926.499816085244,1968.7651827781187,4075938.8864785875,0.35956996219802323,149.11769372195047,4.163937778127466e-33,125.06469909983367,1.2242258560841436e-22,620.5396045535686,denv4
2,84.60000000000001,176,4089.226397409024,1264.4577046269692,-0.09642857283835338,3.1762243246377317,0.13828034618588647,152.25352769407564,-1262.2871427718017,139.43857391103242,26.94754658388774,-13.43066712524157,-20.017468226274193,-3.100529999419388,-24.403016386800047,1.0,0.06060606060606061,0.11428571428571428,1.0,0.8976780794962613,0.9230246258765361,495,66,176,9,0.20550424429194492,1887.67932180781,1929.724899433497,4158787.2695642295,0.3737238005421688,136.91394124268714,1.8600105662300235e-30,127.79268185991793,3.3709796100389393e-23,632.4445338804912,denv4
3,85.69999999999997,176,4089.6592258225264,1267.5802531103184,-0.09666069036329006,3.1765605153989553,0.1382949826126923,153.73945853277633,-1263.5308324752693,154.3048741866894,27.014092914704175,9.102047244907974,-20.03017159980174,19.1204435450845,-24.710226702116422,0.8,0.04040404040404041,0.07692307692307693,0.987012987012987,0.8530762167125804,0.8523614666697116,484,66,176,9,0.19912282564526063,1857.3717494105833,1899.1925984777497,4149013.843587257,0.40401580745435567,133.94997785456036,8.187133712378426e-30,130.10434534586835,1.1287634027848396e-23,629.3324965050427,denv4
4,86.0,176,4095.32090453123,1272.380630118025,-0.09969920185398595,3.1809581104169915,0.1384864366472082,158.47516366418213,-1268.0707216446901,158.66373601743956,27.116396362705675,13.456299305257268,-20.196340033263805,23.462949427089708,-25.182509307827395,0.6666666666666666,0.020202020202020204,0.0392156862745098,0.987012987012987,0.8383838383838385,0.8413484882559223,473,66,176,9,0.19055979745059692,1828.0206115189035,1869.6115654038229,4167658.879273673,0.3769472642711415,130.43983625447729,4.7353212472683327e-29,135.43539453000767,9.017406981422307e-25,619.1279213782068,denv4
5,86.90000000000006,176,4093.7185201455804,1270.3254004533594,-0.09883880720709382,3.179713490587103,0.13843225078268603,157.23600439662306,-1267.1149607021239,158.7717259169816,27.07259624434149,10.178359707513662,-20.149310571355606,21.55899094125052,-24.98030660170567,1.0,0.04040404040404041,0.07766990291262135,1.0,0.7797455070182342,0.8258576121611105,462,66,176,9,0.18787425783851752,1795.3603138088629,1836.7159627196802,4207138.316521419,0.351431888902463,110.27075767410051,1.1350348948327933e-24,143.92339173996106,1.5958138945898478e-26,614.7442933519739,denv4
6,94.0,176,4097.335464977142,1271.3211619386382,-0.10078139075484582,3.1825228797082716,0.13855456056327445,157.3406448492291,-1269.3041043514936,152.8911742230182,27.093817459501793,4.804445950036229,-20.25546672883154,15.425617149336713,-25.078274079713992,1.0,0.020618556701030927,0.04040404040404041,1.0,0.8490147461829571,0.8760063937258555,451,66,176,9,0.19589523268540043,1756.6981015503438,1797.8127749453706,4299804.746775421,0.3812448069333716,112.90681594349945,3.0380606054472678e-25,122.08458012261961,4.9995939232785705e-22,607.801884127177,denv4
