Model,Split,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE
RandomForest,train,2871,311.0791698885994,46.01378068436047,0.170427293294793,5.628751027296882,0.048958005962952404,147.75659812415793,-42.605001164282804,0.8499083778089269,0.9806247326069327
RandomForest,val,396,22.908063866659578,5.886441206414008,-40.80576121723052,19.893844936835947,0.8810793794869068,164.04462312014547,4.801695731926097,1.0003637119633013,0.1254491534534595
RandomForest,test,1056,4083.7590066388543,1271.919818919049,-0.09349863185930629,3.1719776388666734,0.13809546214793944,176.85654998332322,-1271.3860708332625,164.75734724909944,27.106575764353238
NaiveLast,test,1056,4070.1671712699103,1381.7642045454538,-0.08623183676883772,3.1614204542259148,0.13763584374644666,151.4914677625137,-443.4782196969697,266.5000000000001,29.44752927178536
SeasonalNaive12,test,1056,3407.192684401096,1016.4204545454543,0.23881289480180745,2.646468361296755,0.11521684987153742,165.03408530555566,-989.3295454545453,152.99999999999994,21.661489702228025
