Model,Split,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE
AttentionLSTM,train,2541,178.1753711673558,22.960405349731445,0.758327841758728,2.8570394952473097,0.028041449664361943,129.56060791015625,-3.4647085666656494,0.4308583438396454,0.489321699320394
AttentionLSTM,val,396,2.698343181894514,0.9280878901481628,0.4199655055999756,2.3432980778399806,0.10378243007286593,167.62591552734375,-0.6076252460479736,0.22160275280475616,0.019778986329232636
AttentionLSTM,test,1056,4083.5483344757904,1275.099853515625,-0.09338581562042236,3.1718140308427447,0.13808833810617444,184.64669799804688,-1274.89794921875,172.80690002441406,27.174347213027268
NaiveLast,test,1056,4070.1670727379237,1381.76416015625,-0.08623182773590088,3.1614204049433727,0.13763584041451116,151.49147033691406,-443.47821044921875,266.5,29.44752832578287
SeasonalNaive12,test,1056,3407.1926860686935,1016.4204711914062,0.23881292343139648,2.6464683854035402,0.11521684992792823,165.03407287597656,-989.3295288085938,153.0,21.66149005697897
