horizon,OutbreakThreshold,BestIteration,n,RMSE,MAE,R2,CVRMSE,NRMSE,sMAPE,MBE,MedAE,MASE,Skill_RMSE_vs_NaiveLast_pct,Skill_RMSE_vs_Seasonal12_pct,Skill_MAE_vs_NaiveLast_pct,Skill_MAE_vs_Seasonal12_pct,precision,recall,f1,specificity,roc_auc,pr_auc
1,80.00000000000001,1793,176,4049.109732672746,1259.984288464587,-0.07502144140446321,3.14506451249345,0.13692377021076546,175.75345430147652,-1259.2021783627765,136.9065138413249,26.852211176476487,-91.54368987328073,-18.840057130038247,-77.01211287677614,-23.962901654518063,1.0,0.15,0.2608695652173913,1.0,0.8593421052631578,0.8843305401891786
2,84.60000000000001,1196,176,4018.9366914037378,1252.654676354365,-0.059059507481090456,3.1216282098011745,0.13590344553644487,177.5187968303416,-1252.5722501585506,160.5808851489347,26.696005822150056,-11.480907569432075,-17.954488156873104,-2.138142356044126,-23.24178156317751,1.0,0.10101010101010101,0.1834862385321101,1.0,0.8667191394464122,0.8842456816166051
3,85.69999999999997,954,176,4055.5944884087476,1258.6469373415814,-0.0784675489393909,3.1501014160312617,0.13714305723010814,174.7703811254887,-1258.4451083499682,166.69251125895954,26.82371015856633,9.85917998411059,-19.03038260724681,19.690445022524884,-23.831327056916752,1.0,0.1414141414141414,0.24778761061946902,1.0,0.8196904105995015,0.8809720862936224
4,86.0,1213,176,4076.0021821720115,1262.8961682046272,-0.08934852341162336,3.1659526815375463,0.13783315914283856,174.1517978961179,-1261.6098305105843,156.6556292889021,26.914267831004572,13.864549052868302,-19.629341798979482,24.033464824715058,-24.249385434632686,0.9230769230769231,0.12121212121212122,0.21428571428571427,0.987012987012987,0.8697363242817788,0.8860767888321257
5,86.90000000000006,799,176,4079.9547094276245,1263.7329076657259,-0.0914622452207341,3.169022727554325,0.13796681690205717,172.07186670921564,-1257.2658702552087,149.89933993728653,26.9321000412272,10.480356058576445,-19.745347191739015,21.966069148369694,-24.331707613152087,0.9333333333333333,0.1414141414141414,0.24561403508771928,0.987012987012987,0.7817132362586908,0.8206532916517572
6,94.0,2089,176,4095.7818560512583,1270.211444534678,-0.09994677051010248,3.1813161452353427,0.13850202407856313,177.4162627111465,-1269.8417811812435,146.08054290135007,27.07016766771458,4.8405417649238895,-20.20986881084479,15.499440874913228,-24.969095107665808,1.0,0.08247422680412371,0.1523809523809524,1.0,0.7591021793031449,0.8364591314179396
